ParticipantID,Email,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,OriginTypePairID,ParticipantFieldOfInterest,TotalDonations
677,eleanor.rodriguez704@learners.net,Eleanor,Rodriguez,2014-08-18,participant,801-463-1232,Layton,UT,84879,2,Both,1814.98
678,layla.nguyen705@studentmail.org,Layla,Nguyen,2013-09-19,participant,801-379-5280,Riverton,UT,84379,10,Arts,26.09
679,riley.king706@ellarises.org,Riley,King,2009-02-14,participant,801-348-3525,Lehi,UT,84087,15,Arts,
680,hazel.thomas707@community.org,Hazel,Thomas,1999-03-22,participant,801-791-6653,Orem,UT,84216,7,Arts,69.62
681,ella.brown708@studentmail.org,Ella,Brown,2008-09-06,participant,801-687-5937,Riverton,UT,84409,14,Both,
682,madison.harris709@community.org,Madison,Harris,2007-10-02,participant,801-348-9690,Spanish Fork,UT,84269,11,Arts,24.75
683,lucas.harris710@learners.net,Lucas,Harris,2009-12-01,participant,801-242-2595,Pleasant Grove,UT,84700,7,Arts,
684,william.flores711@learners.net,William,Flores,2003-09-23,participant,801-473-2610,Lehi,UT,84277,7,Both,
685,james.robinson712@studentmail.org,James,Robinson,2005-01-10,participant,801-545-3947,Sandy,UT,84533,8,STEM,
686,olivia.jones713@ellarises.org,Olivia,Jones,2013-05-17,participant,801-737-2702,Taylorsville,UT,84101,5,Arts,207.57
687,victoria.jackson714@learners.net,Victoria,Jackson,1999-04-11,participant,801-224-2506,Sandy,UT,84035,9,Both,741.73
688,hannah.hill715@ellarises.org,Hannah,Hill,2006-06-07,participant,801-819-3128,Logan,UT,84089,7,Both,519.26
689,riley.davis716@studentmail.org,Riley,Davis,2012-04-29,participant,801-678-2240,Layton,UT,84302,5,Arts,
690,elijah.lee717@learners.net,Elijah,Lee,1999-05-27,participant,801-275-5543,Orem,UT,84800,6,Arts,
691,skylar.brown718@learners.net,Skylar,Brown,2009-01-11,participant,801-651-2137,Layton,UT,84183,3,STEM,
692,james.lopez719@community.org,James,Lopez,2002-11-25,participant,801-753-8065,Logan,UT,84148,9,Both,227.99
693,mila.lewis720@learners.net,Mila,Lewis,2010-10-25,participant,801-274-2153,Logan,UT,84036,14,Arts,103
694,lucas.johnson721@community.org,Lucas,Johnson,1998-11-06,participant,801-855-1014,St. George,UT,84669,7,Arts,
695,paisley.martinez722@learners.net,Paisley,Martinez,2013-11-14,participant,801-203-9444,Bountiful,UT,84589,15,Arts,299.25
696,levi.ramirez723@community.org,Levi,Ramirez,2006-08-16,participant,801-431-1054,Ogden,UT,84554,14,Arts,
697,avery.torres724@learners.net,Avery,Torres,1999-03-29,participant,801-510-7563,Lehi,UT,84699,7,Both,
698,emily.white725@learners.net,Emily,White,2012-07-12,participant,801-670-5750,Ogden,UT,84862,10,STEM,
699,mia.harris726@studentmail.org,Mia,Harris,2012-02-23,participant,801-599-2749,Murray,UT,84713,14,Arts,
700,alexander.garcia727@community.org,Alexander,Garcia,1998-07-27,participant,801-236-4163,Sandy,UT,84144,14,Both,
701,lillian.young728@community.org,Lillian,Young,2009-03-17,participant,801-753-6041,Ogden,UT,84812,8,Arts,
702,emma.williams729@learners.net,Emma,Williams,2007-02-04,participant,801-938-1701,Provo,UT,84346,2,STEM,44.28
703,michael.robinson730@studentmail.org,Michael,Robinson,2014-06-30,participant,801-273-1604,West Jordan,UT,84948,12,Arts,67.53
704,emma.walker731@ellarises.org,Emma,Walker,1998-04-28,participant,801-864-3138,West Jordan,UT,84719,12,Both,214.56
705,charlotte.martin732@ellarises.org,Charlotte,Martin,2000-05-21,participant,801-374-2047,Riverton,UT,84626,2,Arts,
706,victoria.jones733@studentmail.org,Victoria,Jones,2005-04-10,participant,801-955-7586,Taylorsville,UT,84346,2,Both,
707,ethan.rodriguez734@learners.net,Ethan,Rodriguez,2005-07-11,participant,801-246-3841,Sandy,UT,84783,2,STEM,208.29
708,penelope.martinez735@community.org,Penelope,Martinez,2007-11-03,participant,801-578-3703,Orem,UT,84714,10,Both,23.54
709,mia.rodriguez736@ellarises.org,Mia,Rodriguez,2008-12-03,participant,801-361-1256,Bountiful,UT,84797,2,STEM,148.42
710,ava.lopez737@ellarises.org,Ava,Lopez,2013-07-12,participant,801-910-8798,Murray,UT,84427,12,STEM,232.51
711,aria.moore738@community.org,Aria,Moore,2011-05-17,participant,801-378-1616,Taylorsville,UT,84245,12,Both,77.66
712,jackson.flores739@ellarises.org,Jackson,Flores,2010-07-05,participant,801-628-1074,Murray,UT,84357,10,STEM,
713,avery.king740@ellarises.org,Avery,King,2009-05-20,participant,801-979-9842,Draper,UT,84884,10,Arts,79.58
714,grace.moore741@ellarises.org,Grace,Moore,2009-02-27,participant,801-352-8772,Sandy,UT,84116,12,STEM,
715,mia.brown742@learners.net,Mia,Brown,2005-07-01,participant,801-645-5118,Murray,UT,84215,9,Arts,89.38
716,mia.miller743@ellarises.org,Mia,Miller,2009-07-20,participant,801-229-8947,Orem,UT,84162,2,STEM,
717,lillian.lewis744@learners.net,Lillian,Lewis,2003-02-28,participant,801-965-6336,Taylorsville,UT,84204,15,STEM,72.18
718,claire.anderson745@ellarises.org,Claire,Anderson,2006-06-04,participant,801-622-4276,West Jordan,UT,84756,3,STEM,
719,evelyn.walker746@community.org,Evelyn,Walker,2002-11-06,participant,801-646-3374,Provo,UT,84912,3,Both,
720,benjamin.lopez747@community.org,Benjamin,Lopez,2012-03-05,participant,801-668-4181,Draper,UT,84140,1,Arts,
721,nora.perez748@studentmail.org,Nora,Perez,2004-04-17,participant,801-782-1977,Provo,UT,84709,12,STEM,
722,theodore.robinson749@community.org,Theodore,Robinson,2004-08-14,participant,801-551-4602,Orem,UT,84779,9,STEM,125.34
723,chloe.torres750@studentmail.org,Chloe,Torres,2002-11-09,participant,801-734-9015,Ogden,UT,84422,9,Arts,
724,theodore.moore751@ellarises.org,Theodore,Moore,2005-05-05,participant,801-452-5060,Taylorsville,UT,84754,6,Both,255.31
725,victoria.nguyen752@studentmail.org,Victoria,Nguyen,2008-07-22,participant,801-245-1656,Salt Lake City,UT,84428,14,Both,
726,isabella.ramirez753@community.org,Isabella,Ramirez,2008-02-24,participant,801-913-2605,Spanish Fork,UT,84830,5,STEM,
727,abigail.scott754@ellarises.org,Abigail,Scott,2006-01-15,participant,801-423-3174,Taylorsville,UT,84973,4,STEM,
728,emily.johnson755@community.org,Emily,Johnson,2010-10-17,participant,801-920-8524,Murray,UT,84166,14,Both,
729,sophia.robinson756@community.org,Sophia,Robinson,2002-02-24,participant,801-920-7641,St. George,UT,84896,15,Arts,77.59
730,theodore.smith757@ellarises.org,Theodore,Smith,2009-11-28,participant,801-907-6454,Bountiful,UT,84915,11,Arts,
731,elijah.moore758@studentmail.org,Elijah,Moore,2009-07-18,participant,801-543-1898,Ogden,UT,84636,3,Both,
732,natalie.brown759@ellarises.org,Natalie,Brown,2006-03-14,participant,801-676-1669,Bountiful,UT,84375,1,STEM,1061.95
733,harper.scott760@studentmail.org,Harper,Scott,2000-07-19,participant,801-444-9841,St. George,UT,84343,7,Arts,
734,grace.anderson761@learners.net,Grace,Anderson,2013-04-04,participant,801-473-9250,Draper,UT,84920,6,Arts,249.69
735,charlotte.jones762@learners.net,Charlotte,Jones,2009-10-24,participant,801-697-9215,Draper,UT,84464,13,STEM,267.08
736,jack.wright763@learners.net,Jack,Wright,2002-03-23,participant,801-576-2075,Riverton,UT,84636,3,Arts,184.03
737,emily.garcia764@community.org,Emily,Garcia,2001-09-11,participant,801-278-2791,Orem,UT,84296,4,STEM,
738,aria.young765@studentmail.org,Aria,Young,2004-07-29,participant,801-842-1371,Sandy,UT,84534,6,Both,152.12
739,ethan.rodriguez766@community.org,Ethan,Rodriguez,2004-07-16,participant,801-654-1351,Draper,UT,84431,10,STEM,
740,emma.anderson767@learners.net,Emma,Anderson,2008-11-26,participant,801-551-6346,Taylorsville,UT,84593,9,Both,
741,mason.scott768@community.org,Mason,Scott,2004-11-15,participant,801-780-3161,Riverton,UT,84312,12,Arts,21.11
742,madison.walker769@learners.net,Madison,Walker,2005-12-02,participant,801-248-3430,Murray,UT,84789,4,Arts,1010.45
743,chloe.flores770@studentmail.org,Chloe,Flores,2001-08-13,participant,801-379-3514,Murray,UT,84187,10,STEM,
744,mia.lee771@studentmail.org,Mia,Lee,2002-08-08,participant,801-578-4022,Riverton,UT,84267,8,Both,
745,isabella.lee772@learners.net,Isabella,Lee,2001-08-24,participant,801-659-9845,St. George,UT,84382,8,Arts,
746,avery.johnson773@community.org,Avery,Johnson,2005-03-08,participant,801-348-8504,Spanish Fork,UT,84787,12,STEM,149.87
747,ethan.allen774@learners.net,Ethan,Allen,2010-09-05,participant,801-496-3409,Murray,UT,84486,14,Arts,25.24
748,violet.davis775@community.org,Violet,Davis,2004-11-28,participant,801-894-2914,Provo,UT,84143,11,Arts,98.39
749,victoria.lewis776@learners.net,Victoria,Lewis,2011-02-01,participant,801-256-4197,Ogden,UT,84335,8,STEM,26.34
750,penelope.gonzalez777@ellarises.org,Penelope,Gonzalez,2009-06-24,participant,801-656-2431,Ogden,UT,84552,6,STEM,251.35
751,alexander.lee778@ellarises.org,Alexander,Lee,2006-04-17,participant,801-351-8006,Draper,UT,84408,6,Arts,59.75
752,olivia.jackson779@learners.net,Olivia,Jackson,2002-11-02,participant,801-656-2435,Draper,UT,84316,14,Arts,27.11
753,oliver.lewis780@learners.net,Oliver,Lewis,2014-05-05,participant,801-945-7944,Orem,UT,84826,3,Arts,368.66
754,camila.nguyen781@ellarises.org,Camila,Nguyen,2009-10-13,participant,801-510-8776,St. George,UT,84213,1,STEM,141.52
755,leah.garcia782@ellarises.org,Leah,Garcia,2001-12-03,participant,801-479-7791,Taylorsville,UT,84655,8,Arts,
756,camila.gonzalez783@studentmail.org,Camila,Gonzalez,1998-12-12,participant,801-767-9037,Bountiful,UT,84297,13,Arts,917.66
757,brooklyn.young784@community.org,Brooklyn,Young,2003-11-22,participant,801-202-3523,West Jordan,UT,84028,4,Both,
758,jack.davis785@learners.net,Jack,Davis,1998-08-22,participant,801-703-5009,Taylorsville,UT,84184,2,Arts,173.77
759,jackson.jones786@learners.net,Jackson,Jones,2012-02-01,participant,801-646-5225,Spanish Fork,UT,84580,7,Arts,
760,avery.white787@ellarises.org,Avery,White,2001-04-12,participant,801-795-1958,Layton,UT,84167,1,Arts,724.08
761,camila.thompson788@studentmail.org,Camila,Thompson,2012-04-09,participant,801-569-7873,Provo,UT,84280,3,Arts,
762,charlotte.jackson789@learners.net,Charlotte,Jackson,2002-05-07,participant,801-278-9419,Pleasant Grove,UT,84655,15,Both,25.47
763,riley.miller790@studentmail.org,Riley,Miller,2004-02-02,participant,801-523-5932,Lehi,UT,84894,7,Both,
764,noah.perez792@studentmail.org,Noah,Perez,2002-12-17,participant,801-358-9247,Logan,UT,84224,13,STEM,355.62
765,mason.wright793@ellarises.org,Mason,Wright,2000-12-11,participant,801-278-2909,Taylorsville,UT,84472,3,STEM,1185.94
766,levi.thompson794@learners.net,Levi,Thompson,2005-09-03,participant,801-652-9570,Draper,UT,84143,12,Both,
767,brooklyn.johnson795@ellarises.org,Brooklyn,Johnson,2013-06-07,participant,801-910-3332,West Jordan,UT,84132,10,Arts,
768,sofia.wilson796@studentmail.org,Sofia,Wilson,1999-09-29,participant,801-907-2830,Ogden,UT,84436,11,Arts,
769,william.williams797@studentmail.org,William,Williams,2011-04-22,participant,801-875-9412,Logan,UT,84034,11,Arts,
770,avery.taylor798@ellarises.org,Avery,Taylor,2014-12-04,participant,801-883-1168,Ogden,UT,84309,2,STEM,
771,grace.nguyen799@studentmail.org,Grace,Nguyen,2000-01-14,participant,801-559-1479,Orem,UT,84687,12,Both,
772,penelope.nguyen800@learners.net,Penelope,Nguyen,2009-04-29,participant,801-712-4962,Draper,UT,84165,9,STEM,
773,elizabeth.nguyen801@ellarises.org,Elizabeth,Nguyen,2004-04-27,participant,801-932-4138,Pleasant Grove,UT,84223,12,Both,
774,ava.miller802@studentmail.org,Ava,Miller,2006-03-22,participant,801-924-8777,Pleasant Grove,UT,84872,14,Both,139.29
775,riley.lewis803@ellarises.org,Riley,Lewis,2007-07-07,participant,801-563-7219,Orem,UT,84855,10,Both,
776,madison.clark804@ellarises.org,Madison,Clark,2009-08-28,participant,801-677-2807,Lehi,UT,84127,12,Arts,
777,natalie.jackson805@ellarises.org,Natalie,Jackson,2006-08-19,participant,801-705-2895,Ogden,UT,84336,4,Arts,22.77
778,bella.lewis806@studentmail.org,Bella,Lewis,1999-07-25,participant,801-638-4093,Taylorsville,UT,84298,3,Arts,90.42
779,zoe.lopez807@ellarises.org,Zoe,Lopez,2007-10-29,participant,801-307-7494,Spanish Fork,UT,84689,8,Both,207.39
780,abigail.davis808@studentmail.org,Abigail,Davis,2014-08-18,participant,801-911-2666,Bountiful,UT,84411,3,STEM,
781,harper.white809@studentmail.org,Harper,White,2000-10-02,participant,801-809-7623,Lehi,UT,84206,10,Arts,70.34
782,jackson.moore810@learners.net,Jackson,Moore,2008-11-13,participant,801-687-7626,Bountiful,UT,84365,8,Arts,1120.51
783,aria.robinson811@ellarises.org,Aria,Robinson,2003-03-06,participant,801-701-9147,Logan,UT,84257,7,STEM,
784,sophia.miller812@ellarises.org,Sophia,Miller,2002-01-07,participant,801-894-1438,Ogden,UT,84511,6,Both,150.14
785,claire.martinez813@learners.net,Claire,Martinez,2009-01-15,participant,801-278-9518,Logan,UT,84779,15,Arts,1592.45
786,nora.jackson814@community.org,Nora,Jackson,2005-09-15,participant,801-467-9887,Spanish Fork,UT,84517,15,Both,455.24
787,ethan.johnson815@ellarises.org,Ethan,Johnson,2008-02-05,participant,801-321-7285,Taylorsville,UT,84902,1,Arts,75.14
788,henry.robinson816@ellarises.org,Henry,Robinson,2013-11-02,participant,801-770-5965,Provo,UT,84182,12,Arts,
789,william.rodriguez817@learners.net,William,Rodriguez,2010-10-05,participant,801-982-2792,Bountiful,UT,84500,7,Arts,
790,ethan.torres818@community.org,Ethan,Torres,1999-04-02,participant,801-360-9301,Spanish Fork,UT,84576,6,Arts,
791,jackson.nguyen819@community.org,Jackson,Nguyen,1999-05-19,participant,801-491-6250,Draper,UT,84785,11,Both,25.52
792,mia.rodriguez820@learners.net,Mia,Rodriguez,2012-01-09,participant,801-959-1440,Draper,UT,84829,1,Arts,149.11
793,elizabeth.ramirez821@learners.net,Elizabeth,Ramirez,2012-10-30,participant,801-559-1924,Draper,UT,84422,10,STEM,451.22
794,lillian.martin822@ellarises.org,Lillian,Martin,2005-07-28,participant,801-512-2875,Ogden,UT,84890,12,STEM,394.3
795,sebastian.lee823@ellarises.org,Sebastian,Lee,2007-06-13,participant,801-632-9433,Riverton,UT,84674,4,STEM,23.88
796,jack.nguyen824@ellarises.org,Jack,Nguyen,2005-03-26,participant,801-784-7394,Lehi,UT,84387,9,STEM,661.54
797,alexander.miller825@studentmail.org,Alexander,Miller,2001-09-27,participant,801-714-6563,Lehi,UT,84509,9,Arts,
798,natalie.ramirez826@studentmail.org,Natalie,Ramirez,2002-10-20,participant,801-277-9779,Spanish Fork,UT,84651,4,Arts,
799,charlotte.martin827@community.org,Charlotte,Martin,2014-02-05,participant,801-960-2506,West Jordan,UT,84640,13,Both,
800,elizabeth.nguyen828@learners.net,Elizabeth,Nguyen,2008-08-29,participant,801-780-9700,Layton,UT,84069,6,STEM,
801,kennedy.jones829@learners.net,Kennedy,Jones,2012-11-18,participant,801-507-8092,Pleasant Grove,UT,84824,8,Arts,283.87
802,nora.clark830@community.org,Nora,Clark,2013-01-23,participant,801-727-8425,Layton,UT,84640,15,Both,
803,riley.johnson831@studentmail.org,Riley,Johnson,2004-01-04,participant,801-876-8656,Spanish Fork,UT,84219,3,Both,
804,sebastian.flores832@community.org,Sebastian,Flores,2008-05-16,participant,801-405-6968,Provo,UT,84535,12,STEM,243.64
805,scarlett.martin833@community.org,Scarlett,Martin,2007-04-02,participant,801-265-4335,Taylorsville,UT,84327,4,Arts,272.34
806,lily.taylor834@studentmail.org,Lily,Taylor,2002-04-22,participant,801-316-3456,Bountiful,UT,84245,11,STEM,221.88
807,bella.robinson835@community.org,Bella,Robinson,2002-07-13,participant,801-862-1606,Taylorsville,UT,84433,12,Arts,147.52
808,camila.johnson836@learners.net,Camila,Johnson,2012-06-14,participant,801-763-3883,Layton,UT,84675,13,STEM,214.25
809,alexander.johnson837@ellarises.org,Alexander,Johnson,1999-06-05,participant,801-816-5882,Ogden,UT,84322,3,Arts,
810,natalie.garcia838@community.org,Natalie,Garcia,2000-09-15,participant,801-314-9196,St. George,UT,84242,8,Both,1230.36
811,mason.taylor839@community.org,Mason,Taylor,2005-01-11,participant,801-814-3003,Ogden,UT,84244,1,Both,236.69
812,hazel.thomas840@community.org,Hazel,Thomas,2002-10-20,participant,801-309-3869,Sandy,UT,84148,4,Arts,49.64
813,noah.taylor841@ellarises.org,Noah,Taylor,2005-02-05,participant,801-583-2850,Spanish Fork,UT,84547,8,Arts,517.77
814,jack.thomas842@learners.net,Jack,Thomas,2004-11-29,participant,801-686-7025,St. George,UT,84372,11,Both,
815,isabella.brown843@studentmail.org,Isabella,Brown,2012-05-01,participant,801-593-6067,Layton,UT,84566,14,Arts,
816,avery.wright844@studentmail.org,Avery,Wright,2003-09-25,participant,801-208-7438,Riverton,UT,84398,4,STEM,143.75
817,lillian.martin845@studentmail.org,Lillian,Martin,2012-06-15,participant,801-649-6196,Orem,UT,84938,6,STEM,
818,penelope.garcia846@community.org,Penelope,Garcia,2014-02-02,participant,801-622-6451,Spanish Fork,UT,84755,6,STEM,
819,lily.taylor847@ellarises.org,Lily,Taylor,2014-07-19,participant,801-816-9973,Draper,UT,84431,1,Arts,985.99
820,sophia.brown848@studentmail.org,Sophia,Brown,1998-01-26,participant,801-856-3229,Riverton,UT,84811,6,STEM,517.2
821,bella.lee849@ellarises.org,Bella,Lee,2014-01-02,participant,801-455-9460,Logan,UT,84162,15,Both,103.68
822,sofia.hill850@community.org,Sofia,Hill,2003-11-06,participant,801-689-3187,Lehi,UT,84463,12,Both,121.81
823,claire.jackson851@studentmail.org,Claire,Jackson,2006-10-29,participant,801-576-3980,Ogden,UT,84425,3,Arts,278.42
824,victoria.johnson852@ellarises.org,Victoria,Johnson,2002-06-13,participant,801-291-8576,West Jordan,UT,84929,4,Both,226.04
825,chloe.brown853@community.org,Chloe,Brown,1999-12-31,participant,801-466-3445,Taylorsville,UT,84615,1,STEM,
826,avery.smith854@community.org,Avery,Smith,2000-08-28,participant,801-889-9096,Riverton,UT,84848,10,Both,262.14
827,grace.gonzalez855@learners.net,Grace,Gonzalez,2000-12-02,participant,801-706-7259,Murray,UT,84765,6,STEM,150.15
828,hannah.jackson856@studentmail.org,Hannah,Jackson,1998-08-24,participant,801-618-3391,Taylorsville,UT,84185,4,Arts,
829,lillian.flores857@community.org,Lillian,Flores,1999-12-04,participant,801-796-8506,West Jordan,UT,84379,11,Arts,
830,camila.lee858@community.org,Camila,Lee,2014-07-06,participant,801-592-7935,Sandy,UT,84731,9,Arts,
831,evelyn.miller859@ellarises.org,Evelyn,Miller,2005-12-12,participant,801-440-8715,Provo,UT,84341,9,Both,
832,mia.smith860@learners.net,Mia,Smith,2006-11-08,participant,801-590-5956,Pleasant Grove,UT,84635,7,Arts,
833,sofia.scott861@ellarises.org,Sofia,Scott,2009-01-20,participant,801-373-9253,Orem,UT,84267,3,Arts,
834,theodore.rodriguez862@ellarises.org,Theodore,Rodriguez,2001-03-07,participant,801-743-8093,Lehi,UT,84728,4,STEM,
835,aaliyah.williams863@studentmail.org,Aaliyah,Williams,2007-08-25,participant,801-487-6907,Spanish Fork,UT,84893,4,Arts,
836,lucy.king864@learners.net,Lucy,King,2014-07-12,participant,801-368-6169,Taylorsville,UT,84915,5,STEM,212.5
837,henry.brown865@studentmail.org,Henry,Brown,1998-10-21,participant,801-435-4000,St. George,UT,84056,5,Arts,
838,lily.robinson866@community.org,Lily,Robinson,2007-11-26,participant,801-706-1668,Logan,UT,84917,1,Both,202.37
839,alexander.robinson867@community.org,Alexander,Robinson,2000-10-09,participant,801-937-3425,Logan,UT,84867,1,STEM,603.92
840,grace.jackson868@studentmail.org,Grace,Jackson,2010-08-20,participant,801-720-5469,Orem,UT,84768,3,Both,
841,hannah.nguyen869@ellarises.org,Hannah,Nguyen,2007-05-05,participant,801-784-3958,Pleasant Grove,UT,84786,3,STEM,146.3
842,addison.young870@ellarises.org,Addison,Young,2006-11-04,participant,801-491-2998,Lehi,UT,84027,1,Both,1074.62
843,mila.lee871@studentmail.org,Mila,Lee,2008-03-08,participant,801-671-8861,Salt Lake City,UT,84084,7,Arts,
844,ava.perez872@ellarises.org,Ava,Perez,2002-09-28,participant,801-949-3118,Riverton,UT,84333,13,STEM,
845,aurora.lee873@ellarises.org,Aurora,Lee,2000-01-29,participant,801-816-7248,Ogden,UT,84561,6,Arts,
846,layla.thomas874@community.org,Layla,Thomas,2006-09-18,participant,801-413-3669,Ogden,UT,84022,15,Arts,
847,aurora.martinez875@ellarises.org,Aurora,Martinez,2013-05-13,participant,801-642-6080,Murray,UT,84503,9,STEM,225.91
848,stella.miller876@learners.net,Stella,Miller,2006-09-15,participant,801-701-8298,Pleasant Grove,UT,84205,5,Arts,
849,elijah.garcia877@community.org,Elijah,Garcia,2012-02-23,participant,801-390-8112,Draper,UT,84629,6,STEM,684.06
850,mia.allen878@learners.net,Mia,Allen,2009-02-09,participant,801-429-3540,Riverton,UT,84693,8,Both,254.91
851,brooklyn.thomas880@community.org,Brooklyn,Thomas,1999-01-05,participant,801-248-2253,Murray,UT,84583,8,STEM,
852,daniel.ramirez881@community.org,Daniel,Ramirez,2005-12-21,participant,801-876-5151,Logan,UT,84476,4,Both,
853,abigail.allen882@ellarises.org,Abigail,Allen,2002-01-10,participant,801-877-8583,Logan,UT,84759,15,STEM,
854,james.williams883@ellarises.org,James,Williams,2005-01-15,participant,801-921-5876,Taylorsville,UT,84898,9,Both,
855,benjamin.lewis884@learners.net,Benjamin,Lewis,2002-02-25,participant,801-391-4458,Lehi,UT,84990,2,Both,
856,lucy.miller885@community.org,Lucy,Miller,1998-04-19,participant,801-604-2911,Salt Lake City,UT,84006,12,Both,
857,levi.robinson886@community.org,Levi,Robinson,2013-06-28,participant,801-833-6910,Spanish Fork,UT,84311,7,Both,
858,james.martin887@ellarises.org,James,Martin,2000-07-05,participant,801-214-4126,St. George,UT,84139,13,STEM,
859,zoey.johnson888@studentmail.org,Zoey,Johnson,2007-10-10,participant,801-348-4961,Spanish Fork,UT,84665,13,Both,
860,sebastian.gonzalez889@ellarises.org,Sebastian,Gonzalez,2008-08-18,participant,801-674-3427,Murray,UT,84789,6,STEM,
861,ella.hernandez890@studentmail.org,Ella,Hernandez,1998-06-10,participant,801-696-8724,Riverton,UT,84987,13,Arts,
862,addison.gonzalez891@learners.net,Addison,Gonzalez,2000-04-21,participant,801-541-1129,Bountiful,UT,84053,7,Both,271.73
863,william.clark892@community.org,William,Clark,2008-11-26,participant,801-699-7548,Murray,UT,84038,8,Both,
864,alexander.anderson893@ellarises.org,Alexander,Anderson,2010-05-30,participant,801-632-6174,Pleasant Grove,UT,84020,2,Arts,
865,oliver.walker894@ellarises.org,Oliver,Walker,2008-01-21,participant,801-861-6681,Spanish Fork,UT,84638,14,Arts,
866,emma.hernandez895@learners.net,Emma,Hernandez,2003-03-17,participant,801-552-8178,Sandy,UT,84481,8,STEM,213.1
867,violet.hill896@community.org,Violet,Hill,2007-05-08,participant,801-500-7395,St. George,UT,84905,13,Both,
868,natalie.walker897@studentmail.org,Natalie,Walker,2012-12-17,participant,801-907-2412,Sandy,UT,84290,5,STEM,
869,layla.gonzalez898@studentmail.org,Layla,Gonzalez,2004-10-23,participant,801-625-9089,Spanish Fork,UT,84104,10,STEM,
870,charlotte.johnson899@learners.net,Charlotte,Johnson,2001-12-02,participant,801-893-3598,Layton,UT,84366,13,Both,
871,isabella.jones900@learners.net,Isabella,Jones,2000-09-15,participant,801-832-4714,Taylorsville,UT,84117,8,STEM,25.93
872,alexander.taylor901@learners.net,Alexander,Taylor,2001-05-23,participant,801-247-5382,Draper,UT,84788,13,Both,
873,daniel.hill902@ellarises.org,Daniel,Hill,2014-12-14,participant,801-648-8489,Provo,UT,84949,2,STEM,1144.47
874,mila.scott903@ellarises.org,Mila,Scott,2002-08-10,participant,801-371-2934,Pleasant Grove,UT,84108,3,Arts,48.42
875,lily.jackson904@community.org,Lily,Jackson,2001-06-17,participant,801-950-2626,Pleasant Grove,UT,84511,7,Arts,
876,skylar.rodriguez905@ellarises.org,Skylar,Rodriguez,2003-07-03,participant,801-625-1107,Sandy,UT,84450,13,Arts,
877,addison.martinez907@community.org,Addison,Martinez,2007-03-08,participant,801-639-7773,West Jordan,UT,84142,3,Arts,256.36
878,michael.white908@ellarises.org,Michael,White,2014-02-04,participant,801-988-1162,Riverton,UT,84150,15,Both,
879,harper.garcia909@learners.net,Harper,Garcia,2007-09-26,participant,801-990-3692,Lehi,UT,84412,11,Arts,19.91
880,isabella.martinez910@ellarises.org,Isabella,Martinez,2007-01-07,participant,801-502-7869,Pleasant Grove,UT,84997,3,Both,
881,brooklyn.lee911@learners.net,Brooklyn,Lee,2011-09-10,participant,801-486-9647,Salt Lake City,UT,84847,3,STEM,303.34
882,liam.lewis912@studentmail.org,Liam,Lewis,2002-06-05,participant,801-553-7627,Riverton,UT,84715,3,Arts,631.7
883,abigail.williams913@learners.net,Abigail,Williams,2009-09-03,participant,801-936-3064,Bountiful,UT,84743,8,Arts,
884,hannah.garcia914@learners.net,Hannah,Garcia,1998-07-11,participant,801-975-3621,Pleasant Grove,UT,84349,11,Both,185.81
885,lucy.thomas915@learners.net,Lucy,Thomas,2006-05-14,participant,801-313-1982,Taylorsville,UT,84518,4,Both,211.75
886,mateo.thompson916@ellarises.org,Mateo,Thompson,2008-01-25,participant,801-866-3043,Provo,UT,84775,4,Both,
887,ava.robinson917@learners.net,Ava,Robinson,2011-05-11,participant,801-963-9737,West Jordan,UT,84825,10,Arts,
888,brooklyn.jackson918@studentmail.org,Brooklyn,Jackson,2000-05-12,participant,801-955-5057,Bountiful,UT,84533,1,Both,486.6
889,zoey.white919@community.org,Zoey,White,2007-03-30,participant,801-928-7974,Logan,UT,84151,2,STEM,49.84
890,amelia.ramirez920@studentmail.org,Amelia,Ramirez,2006-04-14,participant,801-656-2279,Spanish Fork,UT,84220,7,Both,54.69
891,liam.nguyen921@community.org,Liam,Nguyen,2007-11-15,participant,801-710-7937,Layton,UT,84599,14,Arts,
892,mason.davis923@studentmail.org,Mason,Davis,2010-07-16,participant,801-233-3569,Riverton,UT,84485,1,STEM,
893,noah.davis924@ellarises.org,Noah,Davis,2009-09-22,participant,801-496-1659,Draper,UT,84586,12,STEM,
894,zoe.martin925@learners.net,Zoe,Martin,2001-03-16,participant,801-697-1458,Murray,UT,84302,12,Both,48.52
895,oliver.brown926@learners.net,Oliver,Brown,1998-01-18,participant,801-387-9008,Murray,UT,84221,2,Both,592.62
896,kennedy.jones927@ellarises.org,Kennedy,Jones,2010-09-09,participant,801-786-6074,Taylorsville,UT,84493,5,Arts,193.18
897,leah.walker928@studentmail.org,Leah,Walker,2008-02-03,participant,801-851-8551,St. George,UT,84517,7,Arts,1333.81
898,scarlett.lee929@ellarises.org,Scarlett,Lee,2005-08-09,participant,801-438-7478,Taylorsville,UT,84397,8,STEM,
899,henry.moore930@ellarises.org,Henry,Moore,2010-08-02,participant,801-225-6060,Orem,UT,84725,7,STEM,283.51
900,abigail.gonzalez931@ellarises.org,Abigail,Gonzalez,2009-04-10,participant,801-968-8796,Pleasant Grove,UT,84194,3,STEM,
